pdbId	chainId	id	COUNT(SCM.id)	maxRmsd
4n8f	C	23241	5	0.674
4n8g	A	23242	4	0.510
4n8j	A	23243	18	1.500
4n8m	A	23244	5	1.259
4n8n	B	23245	6	1.954
4n8u	B	23246	3	0.546
4n8x	1	23247	30	1.225
4n8y	A	23248	2	0.371
4n90	D	23249	3	0.851
4n9f	b	23250	12	0.795
4n9f	U	23251	12	1.003
4n9g	A	23252	4	1.496
4n9g	B	23253	4	0.957
4n9n	A	23254	2	2.251
4n9o	A	23255	11	22.275
4n9z	A	23256	35	1.037
4na1	A	23257	6	0.596
4nac	A	23258	3	0.668
4nad	B	23259	2	0.500
4naf	A	23260	4	0.809
4nas	B	23261	4	0.473
4nau	B	23262	13	1.256
4nav	D	23263	4	0.305
4naw	A	23264	7	0.667
4nax	A	23265	2	0.328
4naz	A	23266	8	0.791
4nb5	B	23267	4	0.856
4nb7	A	23268	6	0.476
4nbb	E	23269	47	1.162
4nbi	A	23270	98	2.085
4nbl	A	23271	62	7.100
4nbo	A	23272	2	0.498
4nbq	B	23273	3	2.554
4nbr	A	23274	3	0.644
4nbt	A	23275	4	1.100
4nbu	B	23276	4	0.214
4nbv	A	23277	2	0.248
4nbw	A	23278	4	0.534
4nbx	A	23279	3	0.817
4nbz	B	23280	2	0.210
4nc0	B	23281	3	0.629
4nc1	C	23282	5	0.628
4nc8	A	23283	4	1.025
4nc9	A	23284	7	8.033
4ncc	H	23285	2	0.363
4ncf	A	23286	5	4.522
4ncl	B	23287	4	4.724
4nd1	A	23288	14	0.932
4ndj	A	23289	3	6.122
4ndl	B	23290	3	0.563
4ndm	B	23291	3	1.548
4ndn	B	23292	35	2.572
4ndu	A	23293	7	0.271
4ndw	B	23294	2	3.788
4ndy	I	23295	30	0.980
4ne0	A	23296	40	2.936
4ne3	B	23297	37	0.888
4ne4	A	23298	2	0.169
4ne6	A	23299	7	0.445
4ne7	A	23300	9	0.835
4nea	A	23301	64	1.401
4nec	B	23302	4	0.542
4nee	E	23303	11	1.037
4nee	G	23304	4	0.953
4nef	A	23305	8	4.649
4neg	A	23306	2	5.292
4neh	A	23307	16	9.693
4nek	C	23308	6	0.995
4nes	A	23309	2	4.579
4neu	A	23310	32	3.562
4nex	A	23311	2	0.836
4nf0	A	23312	8	0.514
4nf1	D	23313	8	0.999
4nf2	A	23314	5	1.235
4nf9	A	23315	3	4.321
4nfc	A	23316	3	0.799
4nff	A	23317	2	0.304
4nfn	A	23318	2	0.471
4nft	A	23319	4	0.978
4nfu	A	23320	4	1.294
4nfx	A	23321	40	1.723
4nfz	A	23322	3	0.338
4ng0	A	23323	3	0.489
4ng2	E	23324	8	1.282
4ng4	B	23325	3	0.533
4ngd	A	23326	12	2.119
4nge	D	23327	6	0.504
4ngh	L	23328	48	1.407
4ngn	A	23329	80	1.458
4nh0	A	23330	2	0.980
4nh4	A	23331	12	1.223
4nhb	B	23332	2	0.722
4nhd	D	23333	4	0.215
4nhe	B	23334	9	1.202
4nhf	A	23335	6	0.706
4nhh	E	23336	6	0.370
4nhj	A	23337	2	0.968
4nhu	C	23338	2	0.401
4nhu	E	23339	2	0.404
4nhw	D	23340	4	0.688
4nhy	A	23341	5	1.432
4nhz	H	23342	17	1.164
4ni2	B	23343	5	0.981
4ni5	B	23344	2	0.166
4nic	A	23345	4	0.694
4nif	A	23346	4	0.986
4nik	A	23347	3	0.954
4niq	C	23348	3	0.867
4nj4	A	23349	11	1.395
4nj6	B	23350	32	1.502
4nj8	A	23351	4	1.090
4njc	A	23352	8	1.586
4njg	A	23353	10	0.273
4njm	A	23354	6	4.030
4njr	A	23355	34	6.248
4nk2	A	23356	4	0.727
4nk4	A	23357	12	0.923
4nk8	A	23358	2	0.201
4nkb	B	23359	2	0.495
4nkg	B	23360	2	0.990
4nkh	E	23361	8	1.568
4nko	A	23362	11	0.943
4nko	B	23363	3	0.295
4nkp	C	23364	4	0.812
4nkq	A	23365	5	2.004
4nkr	E	23366	10	1.443
4nl0	B	23367	4	1.199
4nl2	F	23368	24	0.814
4nl5	A	23369	6	1.747
4nl9	D	23370	2	0.658
4nla	A	23371	3	1.766
4nlb	A	23372	2	0.664
4nle	A	23373	2	0.664
4nlg	A	23374	10	5.993
4nlh	A	23375	2	0.438
4nm4	I	23376	5	1.957
4nm4	L	23377	5	1.365
4nm9	B	23378	14	1.394
4nmi	A	23379	2	0.210
4nmn	A	23380	2	17.213
4nmu	A	23381	4	0.550
4nmy	A	23382	2	0.403
4nn2	A	23383	2	0.678
4nn5	A	23384	3	0.407
4nn5	B	23385	4	0.777
4nn5	C	23386	3	0.918
4nna	A	23387	3	0.408
4nnh	A	23388	6	1.329
4nnp	H	23389	2	0.403
4nnq	B	23390	3	0.491
4nnr	A	23391	2	0.410
4nnz	A	23392	2	0.475
4no4	A	23393	20	2.349
4noc	C	23394	4	1.414
4nof	A	23395	2	0.364
4noh	A	23396	2	0.595
4noi	A	23397	2	3.248
4noj	A	23398	2	0.381
4nom	A	23399	4	0.515
4noo	A	23400	2	0.195
4noo	B	23401	9	1.934
4noz	B	23402	2	0.807
4np4	I	23403	2	0.812
4np6	A	23404	4	0.998
4npb	A	23405	2	0.709
4npc	B	23406	2	0.282
4npe	A	23407	10	2.147
4npf	Y	23408	2	1.014
4npj	A	23409	3	2.340
4npl	A	23410	4	0.851
4npo	B	23411	4	0.872
4npr	A	23412	2	0.298
4npt	A	23413	3	0.974
4npv	A	23414	6	0.911
4nq0	A	23415	3	1.484
4nq1	A	23416	2	0.150
4nq3	A	23417	2	0.233
4nq8	B	23418	2	0.275
4nqa	H	23419	3	10.249
4nqa	I	23420	2	8.471
4nqf	B	23421	2	0.245
4nqg	A	23422	2	0.057
4nqi	D	23423	4	0.712
4nqj	A	23424	3	2.573
4nqq	A	23425	4	2.240
4nr0	C	23426	20	0.920
4nr2	A	23427	9	2.069
4nrd	A	23428	6	0.141
4nrh	B	23429	2	0.488
4nrj	C	23430	9	0.472
4nrn	A	23431	2	0.323
4nrs	A	23432	8	0.563
4nrx	H	23433	7	7.110
4nrz	L	23434	2	0.379
4nsc	C	23435	6	5.839
4nse	A	23436	420	1.507
4nsl	B	23437	4	0.572
4nsn	A	23438	7	0.819
4nsq	A	23439	4	0.630
4nss	A	23440	2	1.466
4nsw	A	23441	2	3.134
4nsy	B	23442	4	0.143
4nt9	B	23443	3	0.326
4nta	A	23444	3	0.462
4ntc	A	23445	2	0.326
4nti	A	23446	12	1.276
4ntk	A	23447	18	1.107
4ntx	C	23448	3	0.273
4nty	B	23449	3	0.169
4ntz	A	23450	8	7.988
4nu3	A	23451	2	0.124
4nu7	C	23452	4	0.485
4nug	H	23453	2	1.171
4nuj	A	23454	2	0.357
4nuo	A	23455	6	1.039
4nup	A	23456	10	2.870
4nur	A	23457	2	0.668
4nuz	A	23458	2	0.832
4nv0	B	23459	4	1.196
4nv1	E	23460	8	1.142
4nv2	A	23461	5	3.013
4nv4	A	23462	2	1.195
4nv7	B	23463	4	0.488
4nvr	A	23464	4	0.534
4nvs	B	23465	2	0.098
4nvt	A	23466	4	0.376
4nw2	A	23467	3	0.378
4nw5	A	23468	10	8.714
4nwj	A	23469	4	0.323
4nwn	B	23470	12	0.337
4nwn	C	23471	12	0.563
4nwp	D	23472	5	0.429
4nwq	B	23473	5	0.244
4nwt	H	23474	2	0.660
4nwv	A	23475	3	3.554
4nww	B	23476	3	3.601
4nwy	A	23477	4	5.696
4nwz	A	23478	26	0.751
4nx1	A	23479	4	0.322
4nx2	A	23480	47	2.374
4nx8	A	23481	2	0.403
4nxr	A	23482	12	2.842
4nxv	C	23483	28	2.735
4nxy	A	23484	2	0.805
4ny1	A	23485	16	1.188
4nyn	A	23486	4	0.805
4nyo	A	23487	19	0.866
4nyq	A	23488	3	0.224
4nyu	A	23489	17	0.980
4nzd	A	23490	11	26.835
4nzf	D	23491	24	0.479
4nzg	A	23492	4	0.859
4nzr	L	23493	3	2.457
4nzr	M	23494	2	0.612
4nzs	A	23495	18	0.661
4o00	B	23496	2	0.573
4o0l	A	23497	4	0.419
4o0m	A	23498	5	2.348
4o0q	A	23499	6	0.559
4o1h	A	23500	4	1.565
4o1i	D	23501	5	0.800
4o1j	A	23502	2	0.177
4o1n	D	23503	6	1.191
4o1p	C	23504	8	0.538
4o1s	A	23505	2	0.478
4o1w	A	23506	6	0.519
4o23	A	23507	8	2.244
4o26	A	23508	2	7.778
4o2d	A	23509	3	2.353
4o2h	A	23510	2	0.509
4o2i	A	23511	2	0.680
4o2t	A	23512	2	0.183
4o2w	A	23513	4	0.296
4o2x	A	23514	2	0.417
4o30	A	23515	9	0.522
4o33	A	23516	34	4.761
4o3u	B	23517	6	3.419
4o3v	B	23518	2	1.538
4o43	A	23519	15	2.266
4o48	A	23520	4	0.428
4o4a	B	23521	4	1.526
4o4b	B	23522	6	1.509
4o4s	A	23523	14	0.802
4o4u	D	23524	6	0.874
4o4y	L	23525	7	1.426
4o50	A	23526	12	0.609
4o56	A	23527	44	3.387
4o5f	A	23528	4	2.299
4o5h	A	23529	4	5.673
4o5l	H	23530	8	7.510
4o5l	L	23531	8	6.783
4o5m	C	23532	4	1.114
4o5o	B	23533	10	1.062
4o5p	A	23534	2	0.200
4o62	B	23535	7	2.531
4o64	A	23536	3	0.647
4o66	C	23537	4	0.609
4o6b	B	23538	2	1.322
4o6i	B	23539	10	0.896
4o6j	A	23540	2	0.203
4o6k	A	23541	4	0.606
4o6m	B	23542	6	0.949
4o6o	D	23543	11	3.455
4o6r	A	23544	4	0.255
4o6v	C	23545	4	0.375
4o6x	A	23546	2	0.725
4o6z	A	23547	4	0.438
4o7g	B	23548	6	0.499
4o7h	A	23549	2	0.283
4o7i	A	23550	2	0.304
4o7j	B	23551	2	0.787
4o7k	A	23552	2	0.233
4o7m	B	23553	8	0.439
4o7n	A	23554	21	0.653
4o7o	B	23555	4	2.057
4o7u	B	23556	20	2.235
4o87	B	23557	4	1.052
4o8j	A	23558	4	1.151
4o8m	A	23559	8	0.787
4o8o	A	23560	3	0.315
4o8q	A	23561	2	1.217
4o8t	C	23562	11	6.407
4o8v	A	23563	2	0.431
4o8w	D	23564	6	5.822
4o94	A	23565	4	0.347
4o95	A	23566	6	0.749
4o96	A	23567	8	0.924
4o98	B	23568	7	1.704
4o9b	C	23569	4	4.008
4o9c	A	23570	16	0.479
4o9d	B	23571	2	0.591
4o9k	A	23572	2	1.290
4o9l	A	23573	2	0.490
4o9p	A	23574	11	1.671
4o9p	B	23575	9	0.802
4o9s	A	23576	6	1.224
4o9u	B	23577	2	15.346
4oaj	A	23578	3	0.631
4oak	A	23579	8	1.210
4oan	A	23580	2	0.303
4oaq	A	23581	2	1.355
4oau	C	23582	3	1.120
4oaw	A	23583	2	0.281
4oaw	B	23584	2	0.322
4oay	A	23585	30	1.361
4ob3	A	23586	9	0.223
4ob3	B	23587	10	0.560
4obv	C	23588	12	1.796
4obw	D	23589	8	0.737
4obz	C	23590	16	6.203
4oc6	B	23591	16	1.924
4oc8	A	23592	4	0.916
4oc9	D	23593	16	0.577
4oce	A	23594	8	0.941
4och	A	23595	2	0.282
4ocm	C	23596	6	0.638
4ocm	E	23597	11	4.887
4ocr	L	23598	30	9.905
4ocu	A	23599	2	0.103
4ocx	H	23600	2	0.436
4od1	H	23601	6	2.381
4od4	A	23602	12	0.553
4odd	B	23603	3	0.607
4odi	A	23604	4	0.571
4odj	A	23605	5	1.339
4odq	A	23606	4	1.061
4odv	H	23607	3	4.058
4odw	L	23608	3	2.978
4odx	A	23609	8	2.263
4oe6	B	23610	4	0.292
4oe9	A	23611	8	16.603
4oeb	A	23612	4	0.526
4oec	A	23613	4	0.380
4oel	A	23614	2	3.930
4oel	B	23615	24	0.386
4oen	B	23616	2	0.888
4oer	A	23617	3	3.394
4oev	A	23618	6	2.489
4of3	B	23619	6	2.336
4of6	B	23620	6	1.210
4of8	A	23621	4	0.515
4ofa	A	23622	4	0.300
4ofc	A	23623	25	0.530
4ofd	B	23624	2	0.723
4ofg	A	23625	2	6.573
4ofi	C	23626	8	0.770
4ofj	A	23627	6	0.329
4ofk	B	23628	2	1.523
4ofo	A	23629	8	2.216
4ofp	A	23630	4	1.383
4ofq	A	23631	2	0.366
4oft	A	23632	12	0.712
4ofy	D	23633	3	0.382
4ofz	A	23634	2	0.663
4og2	A	23635	17	0.611
4og8	A	23636	27	1.041
4oga	C	23637	5	0.675
4oge	A	23638	2	0.862
4ogr	C	23639	6	2.437
4ogy	H	23640	4	1.293
4ogz	B	23641	2	0.174
4oh3	B	23642	6	2.762
4oh4	A	23643	5	1.034
4oh7	A	23644	2	0.268
4ohb	A	23645	3	0.459
4ohc	D	23646	6	0.646
4ohf	B	23647	6	2.280
4ohj	B	23648	2	0.442
4ohq	B	23649	2	0.196
4ohs	B	23650	8	0.739
4oht	A	23651	8	0.382
4ohx	A	23652	8	0.707
4oi3	A	23653	4	0.545
4oi9	A	23654	4	3.255
4oie	A	23655	3	0.503
4oig	A	23656	4	0.703
4oii	H	23657	2	0.052
4oik	A	23658	4	0.327
4oit	B	23659	11	2.741
4oiy	A	23660	2	0.755
4oj3	B	23661	15	0.612
4oj8	B	23662	9	1.964
4oje	H	23663	2	0.548
4ojf	H	23664	2	0.620
4ojf	L	23665	2	0.404
4ojj	C	23666	6	1.988
4ojk	C	23667	2	0.889
4ojm	X	23668	10	0.942
4ojo	C	23669	15	1.473
4oju	A	23670	4	1.127
4ojv	A	23671	2	0.248
4ojy	A	23672	9	0.328
4ok0	B	23673	2	1.000
4ok2	A	23674	8	1.684
4ok7	A	23675	3	0.696
4okd	A	23676	4	0.665
4okh	A	23677	3	2.442
4okk	A	23678	8	0.406
4oko	A	23679	4	0.344
4okq	A	23680	4	0.550
4okr	B	23681	2	1.648
4oku	B	23682	2	1.563
4okv	C	23683	2	1.042
4okv	F	23684	2	0.499
4okz	A	23685	8	1.347
4ol4	A	23686	2	0.322
4ol7	A	23687	178	17.134
4ol8	B	23688	4	16.348
4ole	A	23689	4	1.567
4olk	B	23690	10	0.648
4oln	A	23691	2	1.477
4olo	B	23692	4	1.068
4olp	B	23693	4	1.614
4ols	A	23694	4	0.189
4olw	H	23695	8	0.776
4om3	D	23696	8	3.013
4om4	A	23697	9	1.339
4om7	A	23698	2	0.743
4om8	A	23699	2	0.617
4omb	A	23700	4	0.305
4omj	A	23701	4	0.178
4oml	A	23702	5	0.325
4omu	B	23703	2	0.697
4omz	C	23704	16	0.691
4on1	A	23705	2	0.723
4on9	A	23706	2	1.555
4onf	H	23707	2	2.158
4oni	B	23708	25	1.947
4onj	B	23709	4	1.174
4onm	A	23710	31	2.095
4ons	D	23711	2	0.439
4onx	E	23712	6	0.969
4ony	A	23713	2	0.946
4oo0	A	23714	2	1.187
4oo1	J	23715	3	2.990
4oo2	C	23716	4	0.550
4oo7	B	23717	8	0.683
4oob	A	23718	2	2.352
4ooi	B	23719	8	1.226
4ooj	C	23720	6	2.334
4oop	B	23721	9	0.817
4ooz	A	23722	4	0.401
4op4	B	23723	4	0.373
4opa	B	23724	5	15.729
4ope	A	23725	4	0.628
4oph	A	23726	2	15.008
4opl	A	23727	10	0.704
4opm	A	23728	2	0.666
4opw	A	23729	2	0.465
4opx	C	23730	8	0.352
4oq2	A	23731	2	0.771
4oqa	A	23732	6	0.197
4oqp	A	23733	3	1.177
4oqt	A	23734	5	3.100
4oqy	B	23735	2	0.727
4or1	B	23736	2	0.347
4or2	B	23737	2	0.529
4or5	C	23738	2	0.185
4or5	E	23739	2	0.286
4or7	A	23740	5	0.719
4or8	B	23741	2	1.375
4or9	A	23742	3	0.311
4ord	A	23743	4	0.900
4orf	A	23744	3	1.206
4org	L	23745	4	1.053
4orh	H	23746	11	4.871
4ori	A	23747	4	1.474
4orn	A	23748	2	0.683
4ory	F	23749	23	2.436
4osd	A	23750	24	2.604
4ose	B	23751	2	0.309
4osp	B	23752	4	0.890
4osx	A	23753	32	0.967
4ot1	A	23754	2	1.110
4ot1	H	23755	2	1.811
4ot1	L	23756	2	2.498
4otd	A	23757	4	1.009
4ote	B	23758	2	0.363
4otl	D	23759	14	2.708
4otm	B	23760	2	1.460
4otn	A	23761	2	0.376
4otu	A	23762	5	0.517
4otx	I	23763	2	0.997
4ou5	A	23764	5	0.337
4ou6	A	23765	10	0.991
4oua	B	23766	5	0.755
4oue	A	23767	6	0.291
4ouh	A	23768	6	1.046
4oum	A	23769	7	0.747
4our	A	23770	2	1.618
4ov1	A	23771	2	0.202
4ov6	B	23772	9	1.831
4ov6	D	23773	8	0.661
4ov6	F	23774	2	0.548
4ov8	A	23775	2	0.678
4ov9	A	23776	2	0.680
4ove	A	23777	3	4.852
4ovm	C	23778	10	0.546
4ovr	A	23779	2	0.374
4ovs	A	23780	2	0.145
4ovt	A	23781	2	0.488
4ovw	A	23782	12	0.272
4ow1	A	23783	8	0.413
4ow2	A	23784	4	0.740
4ow4	A	23785	2	0.344
4ow5	A	23786	3	0.260
4owi	A	23787	2	0.727
4owl	D	23788	21	0.561
4owr	B	23789	5	0.403
4owr	C	23790	2	0.908
4owt	A	23791	3	0.761
4owt	C	23792	2	0.332
4owx	B	23793	3	0.677
4ox0	B	23794	4	4.469
4ox6	A	23795	2	0.411
4ox7	A	23796	6	0.208
4ox8	A	23797	6	0.533
4ox9	I	23798	115	1.496
4ox9	Y	23799	13	2.017
4oxd	A	23800	8	2.078
4oxr	A	23801	4	0.605
4oy2	A	23802	3	1.450
4oy2	B	23803	3	0.700
4oy6	A	23804	2	0.068
4oy7	A	23805	8	0.548
4oyc	B	23806	2	2.369
4oyd	B	23807	2	0.281
4oyd	C	23808	5	1.282
4oyu	B	23809	2	0.490
4oyy	C	23810	15	0.784
4oyz	A	23811	30	1.542
4oz0	A	23812	26	2.183
4ozd	A	23813	7	0.783
4ozh	E	23814	4	1.589
4ozi	E	23815	2	0.767
4ozn	A	23816	5	0.928
4ozq	B	23817	2	0.552
4ozr	U	23818	2	9.020
4ozw	A	23819	2	0.114
4ozy	A	23820	2	0.229
4p07	A	23821	14	0.521
4p0c	A	23822	2	0.260
4p0g	A	23823	32	18.903
4p0j	A	23824	2	0.229
4p0k	A	23825	2	0.188
4p0o	A	23826	2	0.343
4p0q	A	23827	9	6.016
4p0s	B	23828	8	1.958
4p0u	B	23829	4	1.148
4p0z	A	23830	5	0.442
4p10	A	23831	14	1.438
4p12	A	23832	24	1.082
4p17	B	23833	2	0.304
4p1b	H	23834	6	0.622
4p1m	B	23835	2	1.981
4p1n	B	23836	2	1.525
4p1n	D	23837	2	0.866
4p1w	A	23838	4	2.577
4p1w	B	23839	4	1.374
4p1x	H	23840	4	0.207
4p1z	A	23841	4	0.304
4p22	B	23842	2	0.912
4p2c	J	23843	5	1.274
4p2i	A	23844	4	0.666
4p2l	A	23845	2	0.517
4p2m	B	23846	4	3.002
4p2o	C	23847	5	0.827
4p2q	E	23848	17	1.286
4p2r	D	23849	10	0.581
4p2v	A	23850	70	0.971
4p37	A	23851	2	1.012
4p39	A	23852	4	1.081
4p3f	B	23853	5	5.751
4p3g	A	23854	4	4.712
4p3l	A	23855	3	0.389
4p3m	B	23856	2	0.928
4p3w	A	23857	6	0.679
4p3x	A	23858	14	1.031
4p3z	A	23859	2	1.378
4p42	A	23860	2	23.697
4p4g	A	23861	8	1.601
4p4h	B	23862	12	0.904
4p4h	I	23863	8	0.738
4p4k	C	23864	2	0.546
4p4o	A	23865	3	1.019
4p4r	B	23866	17	2.755
4p4u	A	23867	3	10.568
4p55	A	23868	2	0.348
4p56	B	23869	3	0.486
4p5b	B	23870	8	2.132
4p5d	A	23871	26	1.955
4p5e	A	23872	2	0.385
4p5f	A	23873	3	2.539
4p5h	A	23874	27	1.119
4p5i	A	23875	4	1.055
4p5n	A	23876	2	0.578
4p5o	E	23877	6	0.941
4p5t	A	23878	2	1.278
4p5u	A	23879	3	1.009
4p5w	A	23880	2	0.436
4p60	B	23881	3	3.866
4p63	A	23882	4	1.885
4p6i	A	23883	26	1.965
4p6p	B	23884	12	2.172
4p6z	M	23885	8	17.661
4p71	A	23886	10	2.033
4p74	D	23887	10	0.567
4p78	C	23888	2	1.360
4p7b	C	23889	2	0.233
4p7c	A	23890	2	0.333
4p7d	B	23891	6	15.151
4p7n	A	23892	6	1.626
4p7s	A	23893	8	1.499
4p7t	B	23894	12	2.041
4p7x	A	23895	2	0.432
4p80	B	23896	2	0.495
4p82	A	23897	8	2.009
4p83	D	23898	4	2.073
4p84	A	23899	6	1.909
4p87	A	23900	12	0.719
4p8l	A	23901	51	2.290
4p8r	A	23902	4	0.295
4p8x	A	23903	16	0.694
4p91	A	23904	2	0.258
4p96	A	23905	8	8.123
4p99	A	23906	4	2.318
4p9c	A	23907	19	0.835
4p9f	A	23908	2	1.239
4p9j	C	23909	3	0.127
4p9m	L	23910	8	1.855
4p9n	A	23911	2	0.216
4p9t	A	23912	6	6.643
4p9z	A	23913	36	13.539
4pa0	A	23914	4	3.596
4pa5	A	23915	4	0.721
4pab	B	23916	6	0.352
4pag	A	23917	2	0.289
4pai	A	23918	3	0.085
4pak	A	23919	2	0.322
4pav	B	23920	6	0.946
4paw	A	23921	2	2.355
4pb6	A	23922	20	0.001
4pbb	A	23923	10	1.908
4pbc	A	23924	2	0.506
4pbg	A	23925	7	0.670
4pbp	B	23926	4	1.343
4pbq	A	23927	3	0.496
4pbv	A	23928	2	0.500
4pbv	C	23929	6	0.691
4pbw	A	23930	3	0.636
4pc0	B	23931	33	3.704
4pc0	C	23932	2	0.036
4pc4	C	23933	5	0.330
4pca	A	23934	14	2.454
4pcd	A	23935	2	0.087
4pcg	B	23936	5	0.252
4pch	B	23937	5	0.525
4pck	A	23938	3	9.775
4pcq	B	23939	4	4.337
4pcw	C	23940	4	2.782
4pd2	A	23941	26	1.047
4pd3	B	23942	2	1.580
4pd4	C	23943	11	0.434
4pd4	G	23944	11	0.419
4pd4	I	23945	6	0.683
4pda	A	23946	9	0.221
4pdc	E	23947	5	1.116
4pdd	A	23948	3	0.171
4pdp	B	23949	4	0.715
4pdt	A	23950	2	0.274
4pdx	A	23951	2	0.204
4pe5	C	23952	2	0.381
4pe5	D	23953	2	0.455
4pe6	B	23954	2	0.126
4ped	A	23955	2	2.890
4pej	B	23956	2	0.584
4pel	A	23957	4	0.230
4pem	C	23958	4	0.275
4pem	D	23959	8	0.630
4peo	B	23960	2	0.795
4peq	D	23961	2	0.766
4pet	A	23962	2	0.695
4peu	A	23963	2	0.313
4pev	A	23964	3	0.450
4pex	B	23965	14	0.495
4pf1	A	23966	4	0.265
4pf8	A	23967	2	0.188
4pfh	A	23968	56	1.412
4pfq	C	23969	8	2.226
4pfr	A	23970	2	1.706
4pfu	B	23971	5	3.360
4pfy	A	23972	6	2.483
4pfz	B	23973	2	0.541
4pg7	A	23974	10	1.832
4pgg	A	23975	6	1.075
4pgn	C	23976	12	0.459
4pgz	A	23977	5	4.369
4ph0	A	23978	6	3.181
4ph1	C	23979	3	0.521
4ph2	A	23980	4	1.091
4ph6	A	23981	2	0.125
4ph7	D	23982	6	1.220
4ph8	A	23983	2	0.532
4phs	A	23984	3	0.419
4pht	B	23985	3	0.483
4pht	Y	23986	3	0.283
4phx	A	23987	8	1.515
4pi0	F	23988	12	0.347
4pi2	E	23989	9	0.433
4pi2	G	23990	12	1.536
4pi3	A	23991	51	0.841
4pia	A	23992	4	0.278
4pib	B	23993	10	0.811
4pic	A	23994	2	0.491
4pid	A	23995	6	2.550
4piq	A	23996	7	0.617
4pir	C	23997	5	0.205
4pir	G	23998	5	0.329
4pit	B	23999	22	1.040
4pj1	A	24000	14	11.672
4pj1	Z	24001	14	4.737
4pj2	B	24002	5	1.318
4pjo	c	24003	9	0.864
4pjo	f	24004	4	0.767
4pjo	K	24005	4	1.828
4pjo	L	24006	4	1.105
4pjw	A	24007	3	0.803
4pk7	B	24008	3	0.664
4pkc	C	24009	5	0.231
4pkg	G	24010	5	0.765
4pkv	A	24011	16	7.246
4pkx	A	24012	2	1.651
4pky	E	24013	4	1.630
4pl0	B	24014	7	2.201
4pl1	B	24015	4	1.463
4pl3	A	24016	10	1.077
4pl6	A	24017	6	0.748
4pl7	A	24018	2	0.148
4plf	B	24019	8	0.825
4plj	A	24020	4	0.534
4plj	H	24021	6	0.792
4plj	L	24022	6	1.010
4plk	A	24023	7	1.071
4pln	A	24024	4	2.171
4pln	C	24025	2	1.057
4plt	B	24026	24	1.270
4pm0	A	24027	4	0.255
4pm4	A	24028	2	0.671
4pmj	A	24029	3	0.406
4pmo	A	24030	4	0.211
4pmq	A	24031	2	0.568
4pmv	A	24032	8	0.415
4pmw	A	24033	2	0.658
4pmx	A	24034	7	0.367
4pn1	B	24035	8	1.094
4pn6	B	24036	2	1.311
4pne	B	24037	2	1.034
4png	B	24038	2	0.539
4pnh	A	24039	12	0.847
4po2	A	24040	2	1.669
4po4	A	24041	2	0.670
4po5	A	24042	3	0.093
4po5	B	24043	3	0.032
4pob	A	24044	2	0.422
4pof	A	24045	44	1.831
4poi	B	24046	2	0.744
4pom	A	24047	45	6.847
4poo	A	24048	4	0.603
4pos	J	24049	40	0.646
4pov	A	24050	14	0.660
4pp8	A	24051	3	1.102
4pph	C	24052	6	0.901
4ppm	A	24053	2	0.496
4ppv	A	24054	2	0.094
4ppy	A	24055	3	0.701
4pq0	A	24056	7	1.275
4pq1	B	24057	2	0.544
4pq9	A	24058	2	0.335
4pqd	A	24059	2	0.368
4pqg	A	24060	2	0.555
4pqh	A	24061	2	0.807
4pqj	C	24062	2	0.497
4pqk	B	24063	4	1.473
4pqo	A	24064	5	1.226
4pqx	A	24065	4	0.569
4pr3	A	24066	2	0.682
4pr7	A	24067	2	0.413
4prh	D	24068	6	0.855
4prl	A	24069	4	0.718
4pro	D	24070	7	4.126
4pry	A	24071	91	3.738
4ps6	A	24072	3	1.527
4psd	A	24073	4	8.654
4psf	A	24074	4	1.813
4psl	C	24075	8	0.709
4pso	I	24076	12	1.213
4psp	B	24077	6	0.556
4psw	A	24078	4	1.168
4psw	B	24079	3	0.900
4psx	C	24080	2	1.102
4pt1	A	24081	2	0.499
4pt6	A	24082	2	1.014
4pt7	C	24083	14	1.508
4ptn	A	24084	20	0.248
4pts	B	24085	2	0.155
4ptt	A	24086	2	0.222
4ptt	B	24087	2	0.336
4pty	D	24088	17	1.213
4pu4	D	24089	8	4.230
4pu5	A	24090	5	3.946
4puc	B	24091	2	0.504
4puf	A	24092	2	1.193
4puf	C	24093	2	0.873
4pug	A	24094	2	0.947
4puh	A	24095	2	0.293
4pui	B	24096	2	0.674
4puq	A	24097	54	1.723
4pv2	C	24098	6	0.554
4pv3	B	24099	6	0.619
4pv4	A	24100	2	0.353
4pv5	B	24101	12	1.380
4pv6	G	24102	16	1.594
4pvc	A	24103	6	1.428
4pvi	A	24104	2	0.269
4pw1	B	24105	2	0.327
4pw3	A	24106	11	0.524
4pw7	E	24107	12	1.613
4pwa	D	24108	5	1.131
4pwb	A	24109	9	0.533
4pwp	A	24110	2	0.142
4pwt	A	24111	5	2.061
4pwu	C	24112	4	0.910
4px1	A	24113	4	0.907
4px8	A	24114	11	1.249
4px9	C	24115	3	0.203
4pxa	A	24116	9	20.909
4pxb	A	24117	6	0.517
4pxg	A	24118	2	0.856
4pxh	B	24119	4	0.418
4pxi	B	24120	12	2.227
4pxj	C	24121	3	0.917
4pxl	B	24122	2	0.127
4pxn	A	24123	2	0.216
4pxq	A	24124	3	1.015
4pxt	A	24125	4	1.449
4pxv	C	24126	8	0.616
4pxz	A	24127	3	4.248
4py3	G	24128	10	0.698
4py6	A	24129	4	1.440
4py8	I	24130	3	0.981
4py9	A	24131	2	0.449
4pyd	C	24132	9	2.118
